"filename", "language", "JavaScript", "comment", "blank", "total"
"c:\Users\vincent\git\savagerow\src\main\resources\web\src\Layout\AppLayout.js", "JavaScript", 124, 1, 16, 141
"c:\Users\vincent\git\savagerow\src\main\resources\web\src\Layout\RoutedComponent.js", "JavaScript", 21, 0, 4, 25
"c:\Users\vincent\git\savagerow\src\main\resources\web\src\Layout\Sidebar.js", "JavaScript", 137, 1, 18, 156
"Total", "-", 282, 2, 38, 322
